key_id;player_id;lastname;name;birth_date;goal_keeper;defender;midfielder;forward;count_tournaments;list_tournaments;player_wikipedia_link
1690;P-04252;Couriol;Alain;24/10/1958;0;0;0;1;1;1982;https://en.wikipedia.org/wiki/Alain_Couriol
1691;P-01005;Courtois;Roger;30/05/1912;0;0;0;1;2;1934, 1938;https://en.wikipedia.org/wiki/Roger_Courtois
1692;P-05665;Courtois;Thibaut;11/05/1992;1;0;0;0;2;2014, 2018;https://en.wikipedia.org/wiki/Thibaut_Courtois
1693;P-07892;Coutinho;not applicable;11/06/1943;0;0;0;1;1;1962;https://en.wikipedia.org/wiki/Ant%C3%B4nio_Wilson_Vieira_Hon%C3%B3rio
1694;P-07487;Coutinho;Philippe;12/06/1992;0;0;1;0;1;2018;https://en.wikipedia.org/wiki/Philippe_Coutinho
1695;P-09216;Couto;Fernando;02/08/1969;0;1;0;0;1;2002;https://en.wikipedia.org/wiki/Fernando_Couto
1696;P-02007;Covic;Ante;13/06/1975;1;0;0;0;1;2006;https://en.wikipedia.org/wiki/Ante_Covic
1697;P-06686;Covone;Neil;31/08/1969;0;0;1;0;1;1990;https://en.wikipedia.org/wiki/Neil_Covone
1698;P-09832;Cowie;Doug;01/05/1926;0;0;1;0;2;1954, 1958;https://en.wikipedia.org/wiki/Doug_Cowie_(footballer)
1699;P-03573;Cox;Ian;25/03/1971;0;1;0;0;1;2006;https://en.wikipedia.org/wiki/Ian_Cox
1700;P-04496;Coyle;Fay;01/04/1933;0;0;0;1;1;1958;https://en.wikipedia.org/wiki/Fay_Coyle
1701;P-03507;Coyle;John;28/09/1932;0;0;0;1;1;1958;https://en.wikipedia.org/wiki/John_Coyle_(footballer)
1702;P-08582;Coyne;Tommy;14/11/1962;0;0;0;1;1;1994;https://en.wikipedia.org/wiki/Tommy_Coyne
1703;P-08355;Craddock;Robert;05/09/1923;0;0;0;1;1;1950;https://en.wikipedia.org/wiki/Robert_Craddock
1704;P-06864;Craioveanu;Gheorghe;14/02/1968;0;0;0;1;1;1998;https://en.wikipedia.org/wiki/Gheorghe_Craioveanu
1705;P-04941;Crasson;Bertrand;05/10/1971;0;1;0;0;1;1998;https://en.wikipedia.org/wiki/Bertrand_Crasson
1706;P-07187;Cremaschi;Atilio;08/03/1923;0;0;0;1;1;1950;https://en.wikipedia.org/wiki/Atilio_Cremaschi
1707;P-07013;Crespo;Hernán;05/07/1975;0;0;0;1;3;1998, 2002, 2006;https://en.wikipedia.org/wiki/Hern%C3%A1n_Crespo
1708;P-04279;Cresswell;Kenny;04/06/1958;0;0;1;0;1;1982;https://en.wikipedia.org/wiki/Kenny_Cresswell
1709;P-05089;Cris;not applicable;03/06/1977;0;1;0;0;1;2006;https://en.wikipedia.org/wiki/Cris_(footballer,_born_1977)
1710;P-01739;Criscito;Domenico;30/12/1986;0;1;0;0;1;2010;https://en.wikipedia.org/wiki/Domenico_Criscito
1711;P-08751;Cristaldo;Luis;31/08/1969;0;1;0;0;1;1994;https://en.wikipedia.org/wiki/Luis_Cristaldo
1712;P-08495;Crnković;Tomislav;17/06/1929;0;1;0;0;2;1954, 1958;https://en.wikipedia.org/wiki/Tomislav_Crnkovi%C4%87
1713;P-07601;Cronqvist;Claes;15/10/1944;0;0;1;0;2;1970, 1974;https://en.wikipedia.org/wiki/Claes_Cronqvist
1714;P-09504;Crouch;Peter;30/01/1981;0;0;0;1;2;2006, 2010;https://en.wikipedia.org/wiki/Peter_Crouch
1715;P-07026;Crowe;Vic;31/01/1932;0;0;1;0;1;1958;https://en.wikipedia.org/wiki/Vic_Crowe
1716;P-08427;Croy;Jürgen;19/10/1946;1;0;0;0;1;1974;https://en.wikipedia.org/wiki/J%C3%BCrgen_Croy
1717;P-04432;Cruyff;Johan;25/04/1947;0;0;1;0;1;1974;https://en.wikipedia.org/wiki/Johan_Cruyff
1718;P-09750;Cruz;André;20/09/1968;0;1;0;0;1;1998;https://en.wikipedia.org/wiki/Andr%C3%A9_Cruz
1719;P-02163;Cruz;Felix;04/04/1961;0;1;0;0;1;1986;https://en.wikipedia.org/wiki/Felix_Cruz
1720;P-09442;Cruz;Fernando;12/08/1940;0;0;1;0;1;1966;https://en.wikipedia.org/wiki/Fernando_Cruz_(footballer)
1721;P-05228;Cruz;Francisco Javier;24/05/1966;0;0;0;1;1;1986;https://en.wikipedia.org/wiki/Francisco_Javier_Cruz
1722;P-08910;Cruz;Humberto;08/12/1939;0;1;1;0;2;1962, 1966;https://en.wikipedia.org/wiki/Humberto_Cruz
1723;P-02924;Cruz;Juan;24/06/1959;0;0;1;0;1;1982;https://en.wikipedia.org/wiki/Juan_Cruz_Murillo
1724;P-07493;Cruz;Julio;10/10/1974;0;0;0;1;1;2006;https://en.wikipedia.org/wiki/Julio_Ricardo_Cruz
1725;P-03966;Cruz;Luis;28/04/1925;0;0;1;0;1;1954;https://en.wikipedia.org/wiki/Luis_Cruz_(Uruguayan_footballer)
1726;P-00191;Cruz;Luis;12/06/1949;0;1;0;0;1;1982;https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Cruz
1727;P-03286;Cruz;Osvaldo;29/05/1931;0;0;0;1;1;1958;https://en.wikipedia.org/wiki/Osvaldo_H%C3%A9ctor_Cruz
1728;P-09274;Cruzado;Luis;06/07/1941;0;0;1;0;1;1970;https://en.wikipedia.org/wiki/Luis_Cruzado
1729;P-08066;Csapó;Károly;23/02/1952;0;0;1;0;2;1978, 1982;https://en.wikipedia.org/wiki/K%C3%A1roly_Csap%C3%B3
1730;P-05356;Cseh;László;04/04/1910;0;0;0;1;1;1938;https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Cseh_(footballer)
1731;P-06816;Csongrádi;Ferenc;29/03/1956;0;0;1;0;1;1982;https://en.wikipedia.org/wiki/Ferenc_Csongr%C3%A1di
1732;P-06604;Csordás;Lajos;06/10/1932;0;0;0;1;1;1954;https://en.wikipedia.org/wiki/Lajos_Csord%C3%A1s
1733;P-01330;Csuhay;József;12/07/1957;0;1;0;0;2;1982, 1986;https://en.wikipedia.org/wiki/J%C3%B3zsef_Csuhay
1734;P-09547;Čtyřoký;Josef;30/09/1906;0;1;0;0;1;1934;https://en.wikipedia.org/wiki/Josef_%C4%8Cty%C5%99ok%C3%BD
1735;P-07515;Cuadrado;José Fernando;01/06/1985;1;0;0;0;1;2018;https://en.wikipedia.org/wiki/Jos%C3%A9_Fernando_Cuadrado
1736;P-05374;Cuadrado;Juan;26/05/1988;0;0;1;0;2;2014, 2018;https://en.wikipedia.org/wiki/Juan_Cuadrado
1737;P-04205;Cubero;José Miguel;14/02/1987;0;0;1;0;1;2014;https://en.wikipedia.org/wiki/Jos%C3%A9_Miguel_Cubero
1738;P-05958;Cubilla;Luis;28/03/1940;0;0;1;1;3;1962, 1970, 1974;https://en.wikipedia.org/wiki/Luis_Cubilla
1739;P-00664;Cubilla;Pedro;25/05/1933;0;0;1;0;1;1962;https://en.wikipedia.org/wiki/Pedro_Cubilla
1740;P-01348;Cubillas;Teófilo;08/03/1949;0;0;1;1;3;1970, 1978, 1982;https://en.wikipedia.org/wiki/Te%C3%B3filo_Cubillas
1741;P-09181;Cuburu;Samuel;20/02/1928;0;0;1;0;1;1950;https://en.wikipedia.org/wiki/Samuel_Cuburu
1742;P-00318;Cuccureddu;Antonello;04/10/1949;0;1;0;0;1;1978;https://en.wikipedia.org/wiki/Antonello_Cuccureddu
1743;P-06054;Cuciuffo;José Luis;01/02/1961;0;1;0;0;1;1986;https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Cuciuffo
1744;P-07798;Cuedan;Alexandru;26/09/1910;0;1;0;0;1;1934;https://en.wikipedia.org/wiki/Alexandru_Cuedan
1745;P-06607;Cuéllar;Leonardo;14/01/1952;0;0;1;0;1;1978;https://en.wikipedia.org/wiki/Leonardo_Cu%C3%A9llar
1746;P-07344;Cueto;César;16/06/1952;0;0;1;0;2;1978, 1982;https://en.wikipedia.org/wiki/C%C3%A9sar_Cueto
1747;P-01590;Cueva;Christian;23/11/1991;0;0;1;0;1;2018;https://en.wikipedia.org/wiki/Christian_Cueva
1748;P-02234;Cuevas;Nelson;10/01/1980;0;0;0;1;2;2002, 2006;https://en.wikipedia.org/wiki/Nelson_Cuevas
1749;P-08964;Cufré;Leandro;09/05/1978;0;1;0;0;1;2006;https://en.wikipedia.org/wiki/Leandro_Cufr%C3%A9
1750;P-03554;Cuissard;Antoine;19/07/1924;0;0;1;0;1;1954;https://en.wikipedia.org/wiki/Antoine_Cuissard
1751;P-03951;Culina;Jason;05/08/1980;0;0;1;0;2;2006, 2010;https://en.wikipedia.org/wiki/Jason_Culina
1752;P-05060;Cullmann;Bernhard;01/11/1949;0;0;1;0;2;1974, 1978;https://en.wikipedia.org/wiki/Bernhard_Cullmann
1753;P-00243;Cummings;Harold;01/03/1992;0;1;0;0;1;2018;https://en.wikipedia.org/wiki/Harold_Cummings
1754;P-07053;Cunningham;Kenny;28/06/1971;0;1;0;0;1;2002;https://en.wikipedia.org/wiki/Kenny_Cunningham
1755;P-02447;Cunningham;Willie;22/02/1925;0;1;0;0;1;1954;https://en.wikipedia.org/wiki/Willie_Cunningham_(footballer_born_1925)
1756;P-07149;Cunningham;Willie;20/02/1930;0;1;0;0;1;1958;https://en.wikipedia.org/wiki/Willie_Cunningham_(Northern_Irish_footballer)
1757;P-01029;Curran;Colin;21/08/1947;0;1;0;0;1;1974;https://en.wikipedia.org/wiki/Colin_Curran
1758;P-03481;Cush;Wilbur;10/06/1928;0;0;0;1;1;1958;https://en.wikipedia.org/wiki/Wilbur_Cush
1759;P-05362;Custers;Theo;10/08/1950;1;0;0;0;1;1982;https://en.wikipedia.org/wiki/Theo_Custers
1760;P-05925;Czako;Iosif;11/06/1906;0;1;0;0;1;1930;https://en.wikipedia.org/wiki/Iosif_Czako
1761;P-07677;Czerkiewicz;Ed;08/07/1912;0;1;0;0;1;1934;https://en.wikipedia.org/wiki/Ed_Czerkiewicz
1762;P-04832;Czerniatynski;Alexandre;28/07/1960;0;0;0;1;2;1982, 1994;https://en.wikipedia.org/wiki/Alexandre_Czerniatynski
1763;P-00157;Czibor;Zoltán;08/08/1929;0;0;0;1;1;1954;https://en.wikipedia.org/wiki/Zolt%C3%A1n_Czibor
1764;P-07806;da Costa;Jair;09/07/1940;0;0;0;1;1;1962;https://en.wikipedia.org/wiki/Jair_da_Costa
1765;P-02100;da Costa;Manuel;06/05/1986;0;1;0;0;1;2018;https://en.wikipedia.org/wiki/Manuel_da_Costa_(footballer,_born_1986)
1766;P-08548;da Guia;Ademir;03/04/1942;0;0;1;0;1;1974;https://en.wikipedia.org/wiki/Ademir_da_Guia
1767;P-08100;da Guia;Domingos;19/11/1912;0;1;0;0;1;1938;https://en.wikipedia.org/wiki/Domingos_da_Guia
1768;P-08529;da Silva;Jorge;11/12/1961;0;0;0;1;1;1986;https://en.wikipedia.org/wiki/Jorge_Orosm%C3%A1n_da_Silva
1769;P-02055;da Silva;Paulo;01/02/1980;0;1;0;0;2;2006, 2010;https://en.wikipedia.org/wiki/Paulo_da_Silva
1770;P-03226;Dabanovič;Mladen;13/09/1971;1;0;0;0;1;2002;https://en.wikipedia.org/wiki/Mladen_Dabanovi%C4%8D
1771;P-06296;Daei;Ali;21/03/1969;0;0;0;1;2;1998, 2006;https://en.wikipedia.org/wiki/Ali_Daei
1772;P-05529;Daerden;Jos;26/11/1954;0;0;1;0;1;1982;https://en.wikipedia.org/wiki/Jos_Daerden
1773;P-00796;Daf;Omar;12/02/1977;0;1;0;0;1;2002;https://en.wikipedia.org/wiki/Omar_Daf
1774;P-04346;Dahane;Hadi;01/01/1946;0;0;1;0;1;1970;https://en.wikipedia.org/wiki/Hadi_Dahane
1775;P-01069;Dahleb;Mustapha;08/02/1952;0;0;1;0;1;1982;https://en.wikipedia.org/wiki/Mustapha_Dahleb
1776;P-08681;Dahlin;Martin;16/04/1968;0;0;0;1;1;1994;https://en.wikipedia.org/wiki/Martin_Dahlin
1777;P-05079;Dailly;Christian;23/10/1973;0;1;0;0;1;1998;https://en.wikipedia.org/wiki/Christian_Dailly
1778;P-06115;Đajić;Predrag;01/05/1922;0;0;1;0;1;1950;https://en.wikipedia.org/wiki/Predrag_%C4%90aji%C4%87
1779;P-02708;Dajka;László;29/04/1959;0;0;0;1;1;1986;https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Dajka
1780;P-08707;Dalem;Pierre;16/03/1912;0;0;1;0;1;1938;https://en.wikipedia.org/wiki/Pierre_Dalem
1781;P-05683;Dalger;Christian;19/12/1949;0;0;0;1;1;1978;https://en.wikipedia.org/wiki/Christian_Dalger
1782;P-04509;Dalglish;Kenny;04/03/1951;0;0;0;1;3;1974, 1978, 1982;https://en.wikipedia.org/wiki/Kenny_Dalglish
1783;P-01156;Dalsgaard;Henrik;27/07/1989;0;1;0;0;1;2018;https://en.wikipedia.org/wiki/Henrik_Dalsgaard
1784;P-05061;Damas;Vítor;08/10/1947;1;0;0;0;1;1986;https://en.wikipedia.org/wiki/V%C3%ADtor_Damas
1785;P-02042;Danaeifard;Iraj;19/03/1951;0;0;1;0;1;1978;https://en.wikipedia.org/wiki/Iraj_Danaeifard
1786;P-08401;Dani;not applicable;28/06/1951;0;0;0;1;1;1978;https://en.wikipedia.org/wiki/Daniel_Ruiz
1787;P-01169;Danilo;not applicable;03/12/1920;0;0;1;0;1;1950;https://en.wikipedia.org/wiki/Danilo_Alvim
1788;P-08157;Danilo;not applicable;15/07/1991;0;1;0;0;1;2018;https://en.wikipedia.org/wiki/Danilo_(footballer,_born_July_1991)
1789;P-04725;Danilov;Vasiliy;13/05/1941;0;1;0;0;1;1966;https://en.wikipedia.org/wiki/Vasiliy_Danilov
1790;P-05072;Danny;not applicable;07/08/1983;0;0;1;0;1;2010;https://en.wikipedia.org/wiki/Danny_(footballer)
1791;P-06241;Dante;not applicable;18/10/1983;0;1;0;0;1;2014;https://en.wikipedia.org/wiki/Dante_(footballer)
1792;P-03036;Daoudi;Rachid;21/02/1966;0;0;1;0;1;1994;https://en.wikipedia.org/wiki/Rachid_Daoudi
1793;P-04701;Daraselia;Vitaly;09/10/1957;0;0;1;0;1;1982;https://en.wikipedia.org/wiki/Vitaly_Daraselia
1794;P-08233;Dario;not applicable;04/03/1946;0;0;0;1;1;1970;https://en.wikipedia.org/wiki/Dad%C3%A1_Maravilha
1795;P-00674;Darmian;Matteo;02/12/1989;0;1;0;0;1;2014;https://en.wikipedia.org/wiki/Matteo_Darmian
1796;P-08508;Darui;Julien;16/02/1916;1;0;0;0;1;1938;https://en.wikipedia.org/wiki/Julien_Darui
1797;P-09476;Dasayev;Rinat;13/06/1957;1;0;0;0;3;1982, 1986, 1990;https://en.wikipedia.org/wiki/Rinat_Dasayev
1798;P-02282;Daučík;Ferdinand;30/05/1910;0;1;0;0;2;1934, 1938;https://en.wikipedia.org/wiki/Ferdinand_Dau%C4%8D%C3%ADk
1799;P-00294;Dauda;Fatau;06/04/1985;1;0;0;0;1;2014;https://en.wikipedia.org/wiki/Fatau_Dauda
1800;P-01361;Davala;Ümit;30/07/1973;0;0;1;0;1;2002;https://en.wikipedia.org/wiki/%C3%9Cmit_Davala
1801;P-05648;Davari;Daniel;06/01/1988;1;0;0;0;1;2014;https://en.wikipedia.org/wiki/Daniel_Davari
1802;P-07299;David;Mario;03/01/1934;0;1;0;0;1;1962;https://en.wikipedia.org/wiki/Mario_David
1803;P-09268;David;Mircea;16/10/1914;1;0;0;0;1;1938;https://en.wikipedia.org/wiki/Mircea_David
1804;P-08049;Davidov;Ivan;05/10/1943;0;0;1;0;2;1966, 1970;https://en.wikipedia.org/wiki/Ivan_Davidov
1805;P-04071;Davids;Edgar;13/03/1973;0;0;1;0;1;1998;https://en.wikipedia.org/wiki/Edgar_Davids
1806;P-06028;Davids;Lance;11/04/1985;0;0;1;0;1;2010;https://en.wikipedia.org/wiki/Lance_Davids
1807;P-08082;Davidson;Jason;29/06/1991;0;1;0;0;1;2014;https://en.wikipedia.org/wiki/Jason_Davidson
1808;P-09665;Davidson;Jimmy;08/11/1925;0;0;1;0;1;1954;https://en.wikipedia.org/wiki/Jimmy_Davidson_(footballer_born_1925)
1809;P-00639;Davino;Duilio;21/03/1976;0;1;0;0;1;1998;https://en.wikipedia.org/wiki/Duilio_Davino
1810;P-03111;Davis;Brad;08/11/1981;0;0;1;0;1;2014;https://en.wikipedia.org/wiki/Brad_Davis_(soccer)
1811;P-07933;Davis;Erick;31/03/1991;0;1;0;0;1;2018;https://en.wikipedia.org/wiki/Eric_Davis_(Panamanian_footballer)
1812;P-03365;Davis;Miguel;18/06/1966;0;0;1;0;1;1990;https://en.wikipedia.org/wiki/Miguel_Davis
1813;P-04175;Davoine;Mirto;13/02/1933;0;1;0;0;1;1954;https://en.wikipedia.org/wiki/Mirto_Davoine
1814;P-06787;Dawes;Chris;31/05/1974;0;0;1;0;1;1998;https://en.wikipedia.org/wiki/Chris_Dawes_(Jamaican_footballer)
1815;P-07885;Dawson;Michael;18/11/1983;0;1;0;0;1;2010;https://en.wikipedia.org/wiki/Michael_Dawson_(footballer)
1816;P-05035;Dayev;Vyacheslav;06/09/1972;0;1;0;0;1;2002;https://en.wikipedia.org/wiki/Vyacheslav_Dayev
1817;P-06114;De Agostini;Luigi;07/04/1961;0;1;0;0;1;1990;https://en.wikipedia.org/wiki/Luigi_De_Agostini
1818;P-02157;De Arrascaeta;Giorgian;01/06/1994;0;0;0;1;1;2018;https://en.wikipedia.org/wiki/Giorgian_De_Arrascaeta
1819;P-03993;de Ávila;Antony;21/12/1962;0;0;0;1;2;1994, 1998;https://en.wikipedia.org/wiki/Antony_de_%C3%81vila
1820;P-03739;De Bie;Jean;1892-05-09;1;0;0;0;1;1930;https://en.wikipedia.org/wiki/Jean_De_Bie
1821;P-06203;De Boeck;Glen;22/08/1971;0;1;0;0;2;1998, 2002;https://en.wikipedia.org/wiki/Glen_De_Boeck
1822;P-01520;de Boer;Frank;15/05/1970;0;1;0;0;2;1994, 1998;https://en.wikipedia.org/wiki/Frank_de_Boer
1823;P-01404;de Boer;Piet;10/10/1919;0;0;0;1;1;1938;https://en.wikipedia.org/wiki/Piet_de_Boer
1824;P-02207;de Boer;Ronald;15/05/1970;0;0;1;0;2;1994, 1998;https://en.wikipedia.org/wiki/Ronald_de_Boer
1825;P-02009;De Bourgoing;Héctor;23/07/1934;0;1;0;0;1;1966;https://en.wikipedia.org/wiki/H%C3%A9ctor_De_Bourgoing
1826;P-06858;de Brito;Waldemar;17/05/1913;0;0;0;1;1;1934;https://en.wikipedia.org/wiki/Waldemar_de_Brito
1827;P-09445;De Bruyne;Kevin;28/06/1991;0;0;1;0;2;2014, 2018;https://en.wikipedia.org/wiki/Kevin_De_Bruyne
1828;P-08776;de Cler;Tim;08/11/1978;0;1;0;0;1;2006;https://en.wikipedia.org/wiki/Tim_de_Cler
1829;P-00045;De Clercq;Jean;17/05/1905;0;0;1;0;1;1930;https://en.wikipedia.org/wiki/Jean_De_Clercq
1830;P-07467;De Deken;Henri;03/08/1907;0;1;0;0;1;1930;https://en.wikipedia.org/wiki/Henri_De_Deken
1831;P-03347;de Dios Ramírez Perales;Juan;08/03/1969;0;1;0;0;1;1994;https://en.wikipedia.org/wiki/Juan_de_Dios_Ram%C3%ADrez_Perales
1832;P-06409;de Gea;David;07/11/1990;1;0;0;0;2;2014, 2018;https://en.wikipedia.org/wiki/David_de_Gea
1833;P-08462;de Goey;Ed;20/12/1966;1;0;0;0;2;1994, 1998;https://en.wikipedia.org/wiki/Ed_de_Goey
1834;P-05005;de Guzmán;Jonathan;13/09/1987;0;0;1;0;1;2014;https://en.wikipedia.org/wiki/Jonathan_de_Guzm%C3%A1n
1835;P-03339;de Harder;Bertus;14/01/1920;0;0;0;1;1;1938;https://en.wikipedia.org/wiki/Bertus_de_Harder
1836;P-01072;de Jesús Corona;José;26/01/1981;1;0;0;0;3;2006, 2014, 2018;https://en.wikipedia.org/wiki/Jos%C3%A9_de_Jes%C3%BAs_Corona
1837;P-06600;de Jong;Nigel;30/11/1984;0;0;1;0;2;2010, 2014;https://en.wikipedia.org/wiki/Nigel_de_Jong
1838;P-01173;de Jong;Theo;11/08/1947;0;0;1;0;1;1974;https://en.wikipedia.org/wiki/Theo_de_Jong
1839;P-00034;de la Cruz;Antonio;07/05/1947;0;1;0;0;1;1978;https://en.wikipedia.org/wiki/Antonio_de_la_Cruz
1840;P-09694;de la Cruz;Ulises;08/02/1974;0;1;0;0;2;2002, 2006;https://en.wikipedia.org/wiki/Ulises_de_la_Cruz
1841;P-04506;de la Torre;Antonio;21/09/1951;0;0;1;0;1;1978;https://en.wikipedia.org/wiki/Antonio_de_la_Torre_Villalpando
1842;P-01044;de la Torre;Orlando;21/11/1943;0;1;0;0;1;1970;https://en.wikipedia.org/wiki/Orlando_de_la_Torre
1843;P-03249;de las Casas;Mario;31/01/1901;0;1;0;0;1;1930;https://en.wikipedia.org/wiki/Mario_de_las_Casas
1844;P-00262;de León;Hugo;27/02/1958;0;1;0;0;1;1990;https://en.wikipedia.org/wiki/Hugo_de_Le%C3%B3n
1845;P-08613;de los Cobos;Carlos;10/12/1958;0;0;1;0;1;1986;https://en.wikipedia.org/wiki/Carlos_de_los_Cobos
1846;P-00878;de los Santos;Gonzalo;19/07/1976;0;0;1;0;1;2002;https://en.wikipedia.org/wiki/Gonzalo_de_los_Santos
1847;P-05589;De Luca;Pasquale;26/05/1962;0;1;0;0;1;1986;https://en.wikipedia.org/wiki/Pasquale_De_Luca
1848;P-09272;De Michele;Gabriel;06/03/1941;0;1;0;0;1;1966;https://en.wikipedia.org/wiki/Gabriel_De_Michele
1849;P-09332;De Napoli;Fernando;15/03/1964;0;0;1;0;2;1986, 1990;https://en.wikipedia.org/wiki/Fernando_De_Napoli
1850;P-09214;de Pedro;Javier;04/08/1973;0;0;1;0;1;2002;https://en.wikipedia.org/wiki/Javier_de_Pedro
1851;P-04810;De Rossi;Daniele;24/07/1983;0;0;1;0;3;2006, 2010, 2014;https://en.wikipedia.org/wiki/Daniele_De_Rossi
1852;P-01544;De Sanctis;Morgan;26/03/1977;1;0;0;0;1;2010;https://en.wikipedia.org/wiki/Morgan_De_Sanctis
1853;P-09177;De Sart;Jean-François;18/12/1961;0;1;0;0;1;1990;https://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_De_Sart
1854;P-04676;De Schrijver;Maurits;26/06/1951;0;1;0;0;1;1982;https://en.wikipedia.org/wiki/Maurits_De_Schrijver
1855;P-06718;De Sciglio;Mattia;20/10/1992;0;1;0;0;1;2014;https://en.wikipedia.org/wiki/Mattia_De_Sciglio
1856;P-03348;de Simone;Gustavo;23/04/1948;0;1;0;0;1;1974;https://en.wikipedia.org/wiki/Gustavo_de_Simone
1857;P-04530;De Sisti;Giancarlo;13/03/1943;0;0;1;0;1;1970;https://en.wikipedia.org/wiki/Giancarlo_De_Sisti
1858;P-04630;De Vlieger;Geert;16/10/1971;1;0;0;0;1;2002;https://en.wikipedia.org/wiki/Geert_De_Vlieger
1859;P-06774;de Vrij;Stefan;05/02/1992;0;1;0;0;1;2014;https://en.wikipedia.org/wiki/Stefan_de_Vrij
1860;P-09396;De Wilde;Filip;05/07/1964;1;0;0;0;3;1990, 1994, 1998;https://en.wikipedia.org/wiki/Filip_De_Wilde
1861;P-00616;de Winter;Arie;27/10/1913;0;0;0;1;1;1938;https://en.wikipedia.org/wiki/Arie_de_Winter
1862;P-05664;De Winter;Alfons;12/09/1908;0;0;1;0;1;1938;https://en.wikipedia.org/wiki/Alfons_De_Winter
1863;P-09507;de Wolf;John;10/12/1962;0;1;0;0;1;1994;https://en.wikipedia.org/wiki/John_de_Wolf
1864;P-06910;De Wolf;Michel;19/01/1958;0;1;0;0;3;1986, 1990, 1994;https://en.wikipedia.org/wiki/Michel_De_Wolf
1865;P-04333;de Zeeuw;Demy;26/05/1983;0;0;1;0;1;2010;https://en.wikipedia.org/wiki/Demy_de_Zeeuw
1866;P-07449;Debuchy;Mathieu;28/07/1985;0;1;0;0;1;2014;https://en.wikipedia.org/wiki/Mathieu_Debuchy
1867;P-03802;Deco;not applicable;27/08/1977;0;0;1;0;2;2006, 2010;https://en.wikipedia.org/wiki/Deco
1868;P-01716;Dedić;Zlatko;10/05/1984;0;0;0;1;1;2010;https://en.wikipedia.org/wiki/Zlatko_Dedi%C4%87
1869;P-07556;Deering;Chad;02/09/1970;0;0;1;0;1;1998;https://en.wikipedia.org/wiki/Chad_Deering
1870;P-04564;Deflandre;Éric;02/08/1973;0;1;0;0;2;1998, 2002;https://en.wikipedia.org/wiki/Eric_Deflandre
1871;P-00781;Defoe;Jermain;07/10/1982;0;0;0;1;1;2010;https://en.wikipedia.org/wiki/Jermain_Defoe
1872;P-01466;Défossé;Robert;16/06/1909;1;0;0;0;1;1934;https://en.wikipedia.org/wiki/Robert_D%C3%A9foss%C3%A9
1873;P-09084;Defour;Steven;15/04/1988;0;0;1;0;1;2014;https://en.wikipedia.org/wiki/Steven_Defour
1874;P-08190;Degen;David;15/02/1983;0;0;1;0;1;2006;https://en.wikipedia.org/wiki/David_Degen
1875;P-01254;Degen;Philipp;15/02/1983;0;1;0;0;1;2006;https://en.wikipedia.org/wiki/Philipp_Degen
1876;P-08227;Degenek;Miloš;28/04/1994;0;1;0;0;1;2018;https://en.wikipedia.org/wiki/Milo%C5%A1_Degenek
1877;P-01839;Degeorgi;Josef;19/01/1960;0;1;0;0;1;1982;https://en.wikipedia.org/wiki/Josef_Degeorgi
1878;P-08937;Degryse;Marc;04/09/1965;0;0;0;1;2;1990, 1994;https://en.wikipedia.org/wiki/Marc_Degryse
1879;P-08511;Deheleanu;Vasile;12/08/1910;0;0;1;0;1;1934;https://en.wikipedia.org/wiki/Vasile_Deheleanu
1880;P-07060;Dejagah;Ashkan;05/07/1986;0;0;1;0;2;2014, 2018;https://en.wikipedia.org/wiki/Ashkan_Dejagah
1881;P-08837;del Águila;Alfredo;03/01/1935;0;0;0;1;1;1962;https://en.wikipedia.org/wiki/Alfredo_del_Aguila
1882;P-08536;del Castillo;José;01/01/1943;0;0;0;1;1;1970;https://en.wikipedia.org/wiki/Jos%C3%A9_del_Castillo_(footballer)
1883;P-05564;del Muro;Jesús;30/11/1937;0;1;0;0;3;1958, 1962, 1966;https://en.wikipedia.org/wiki/Jes%C3%BAs_del_Muro
1884;P-07211;del Olmo;Joaquín;20/04/1969;0;0;1;0;1;1994;https://en.wikipedia.org/wiki/Joaqu%C3%ADn_del_Olmo
1885;P-09417;Del Piero;Alessandro;09/11/1974;0;0;0;1;3;1998, 2002, 2006;https://en.wikipedia.org/wiki/Alessandro_Del_Piero
1886;P-06783;del Sol;Luis;06/04/1935;0;0;1;0;2;1962, 1966;https://en.wikipedia.org/wiki/Luis_del_Sol
1887;P-02226;Delaney;Thomas;03/09/1991;0;0;1;0;1;2018;https://en.wikipedia.org/wiki/Thomas_Delaney
1888;P-08242;Delbeke;Gérard;01/09/1903;0;0;1;0;1;1930;https://en.wikipedia.org/wiki/G%C3%A9rard_Delbeke
1889;P-03974;Deleanu;Augustin;23/08/1944;0;1;0;0;1;1970;https://en.wikipedia.org/wiki/Augustin_Deleanu
1890;P-02254;Delfour;Edmond;01/11/1907;0;0;1;1;3;1930, 1934, 1938;https://en.wikipedia.org/wiki/Edmond_Delfour
1891;P-06431;Delgado;Agustín;23/12/1974;0;0;0;1;2;2002, 2006;https://en.wikipedia.org/wiki/Agust%C3%ADn_Delgado
1892;P-06256;Delgado;Edder;20/11/1986;0;0;1;0;1;2014;https://en.wikipedia.org/wiki/Edder_Delgado
